User ID,Project,Deployment,Site,Effort Start,Effort End,LTSA plot time h,LTSA lower frequency limit Hz,LTSA upper frequency limit Hz,LTSA brightness,LTSA contrast,Parser,SpeciesAbbreviation
,,,,,,,,,,,SIO.SWAL.Detections.Analyst.v1,NOAA.NMFS.v1
